DEPARTMENT,UACS_DPT_DSC,AGENCY,UACS_AGY_DSC,PREXC_PROG,PREXC_SUBPROG,PAP,Budget Document,PS,MOOE,CO,TOTAL,source_sheet
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,1000,100000100001,General Management and Supervision,NEP 2023,15715000.0,16623000.0,0.0,32338000.0,2023 DepEd - NEP
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,1000,100000100002,Administration of Personnel Benefits,NEP 2023,,,,,2023 DepEd - NEP
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100001,"Development of Policies, Standards and Guidelines",NEP 2023,0.0,3232000.0,0.0,3232000.0,2023 DepEd - NEP
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100002,Capacity-Building and Institutional Development of Intermediaries and Other Partners,NEP 2023,0.0,23745000.0,0.0,23745000.0,2023 DepEd - NEP
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100003,Accreditation of ECCD Service Providers,NEP 2023,0.0,100000.0,0.0,100000.0,2023 DepEd - NEP
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100004,Establishment of National Child Development Centers,NEP 2023,0.0,0.0,0.0,0.0,2023 DepEd - NEP
07,Department of Education (DepEd),007,National Academy of Sports,1000,100000100001,General Management and Supervision,NEP 2023,6890000.0,131555000.0,0.0,138445000.0,2023 DepEd - NEP
07,Department of Education (DepEd),007,National Academy of Sports,1000,100000100002,Administration of Personnel Benefits,NEP 2023,,,,,2023 DepEd - NEP
07,Department of Education (DepEd),007,National Academy of Sports,3101,310100100001,"Promotion, Development, and Implementation of Quality and Enhanced Sports-Integrated Secondary Education Program",NEP 2023,0.0,88113000.0,0.0,88113000.0,2023 DepEd - NEP
07,Department of Education (DepEd),008,Teacher Education Council,1000,100000100001,General Management and Supervision,NEP 2023,,,,,2023 DepEd - NEP
07,Department of Education (DepEd),008,Teacher Education Council,3101,310100100001,Quality Teacher Education Services,NEP 2023,,,,,2023 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,1000,100000100001,General Administration and Support,GAA 2023,7542482000.0,8664316000.0,1000000000.0,17206798000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,1000,100000100002,Administration of Personnel Benefits,GAA 2023,4575160000.0,0.0,0.0,4575160000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100001,Physical Fitness and School Sports,GAA 2023,7725000.0,278638000.0,0.0,286363000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100002,Development and Management of Bilateral and Multilateral Education Projects,GAA 2023,15801000.0,13123000.0,0.0,28924000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100003,Management and Administration of Learning Resources,GAA 2023,41888000.0,9927000.0,0.0,51815000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100004,Planning and Management Information Systems,GAA 2023,116292000.0,39479000.0,0.0,155771000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100005,Education Information and Communication Services,GAA 2023,20056000.0,3480000.0,0.0,23536000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100006,Learner Support Programs,GAA 2023,2224649000.0,222998000.0,0.0,2447647000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100007,Building Partnerships and Linkages Program,GAA 2023,8230000.0,118323000.0,0.0,126553000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100008,Legal Services and Development of Education-Related Laws and Rules,GAA 2023,18755000.0,19400000.0,0.0,38155000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100009,Child Protection Program,GAA 2023,0.0,58067000.0,0.0,58067000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100010,Disaster Preparedness and Response Program,GAA 2023,7530000.0,2127963000.0,1490000.0,2136983000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100011,Organizational and Professional Development for Non-Teaching Personnel,GAA 2023,160194000.0,111350000.0,0.0,271544000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100012,Operational Expenses of the DepEd Task Force on the 2022 National and Local Elections,GAA 2023,,,,,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100013,Operational Expenses of the DepEd - Election Task Force,GAA 2023,,,,,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100001,National Assessment Systems for Basic Education,GAA 2023,27080000.0,404699000.0,0.0,431779000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100002,Policy and Research Program,GAA 2023,1894013000.0,34769000.0,0.0,1928782000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100003,Basic Education Curriculum,GAA 2023,110703000.0,5093291000.0,0.0,5203994000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100004,"Curriculum Programs, Learning Management Models, Standards and Strategy Development",GAA 2023,6118482000.0,1555000.0,0.0,6120037000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100005,Development and Promotion of Campus Journalism,GAA 2023,0.0,46904000.0,0.0,46904000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100006,National Literacy Policies and Programs,GAA 2023,3749000.0,20000000.0,0.0,23749000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100007,Early Language Literacy and Numeracy,GAA 2023,0.0,81675000.0,0.0,81675000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100001,Improvement and Acquisition of School Sites,GAA 2023,0.0,83158000.0,65000000.0,148158000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100002,New School Personnel Positions,GAA 2023,23816776000.0,100000000.0,0.0,23916776000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100003,Learning Tools and Equipment,GAA 2023,0.0,2802744000.0,0.0,2802744000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100004,Textbooks and Other Instructional Materials,GAA 2023,0.0,998454000.0,0.0,998454000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100005,Computerization Program,GAA 2023,21416000.0,2859394000.0,8479719000.0,11360529000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100006,Basic Education Facilities,GAA 2023,0.0,1833515000.0,21584382000.0,23417897000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100007,Conservation and Restoration of Gabaldon and Other Heritage School Buildings,GAA 2023,0.0,0.0,383965000.0,383965000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100010,Quick Response Fund,GAA 2023,0.0,0.0,2000000000.0,2000000000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100011,Last Mile Schools Program,GAA 2023,0.0,0.0,1500000000.0,1500000000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100012,Public Schools Infrastructure Program (PSIP),GAA 2023,,,,,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200200001,Connectivity Enhancement Program for e-Learning in Public Schools,GAA 2023,,,,,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200300001,Infrastructure for Safer and Resilient Schools (ISRS) Project WB Loan No. 9704-PH,GAA 2023,,,,,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100001,Multigrade Education,GAA 2023,0.0,23080000.0,0.0,23080000.0,2023 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100002,Indigenous Peoples Education (IPEd) Program,GAA 2023,0.0,154431000.0,0.0,154431000.0,2023 DepEd - GAA
